municipio.x,codigo_ibge,regiao_administrativa,regiao_de_governo,regiao_metropolitana,aglomeracoes_urbanas,rm_au,municipio,ano,populacao,populacao_masculina,populacao_feminina,razao_de_sexos,populacao_urbana,populacao_rural,grau_urbanizacao_porcentagem
IPEÚNA,3521101,Região Administrativa de Campinas,Região de Governo de Rio Claro,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Ipeúna,2016,6932,3566,3366,105.94,6171,761,89.02
IPEÚNA,3521101,Região Administrativa de Campinas,Região de Governo de Rio Claro,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Ipeúna,2017,7087,3642,3445,105.72,6339,748,89.45
IPEÚNA,3521101,Região Administrativa de Campinas,Região de Governo de Rio Claro,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Ipeúna,2018,7244,3719,3525,105.5,6509,735,89.85
IRACEMÁPOLIS,3521408,Região Administrativa de Campinas,Região de Governo de Limeira,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Iracemápolis,2014,21591,10799,10792,100.06,21189,402,98.14
IRACEMÁPOLIS,3521408,Região Administrativa de Campinas,Região de Governo de Limeira,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Iracemápolis,2015,22012,11002,11010,99.93,21609,403,98.17
IRACEMÁPOLIS,3521408,Região Administrativa de Campinas,Região de Governo de Limeira,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Iracemápolis,2016,22331,11155,11176,99.81,21927,404,98.19
IRACEMÁPOLIS,3521408,Região Administrativa de Campinas,Região de Governo de Limeira,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Iracemápolis,2017,22655,11310,11345,99.69,22249,406,98.21
IRACEMÁPOLIS,3521408,Região Administrativa de Campinas,Região de Governo de Limeira,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Iracemápolis,2018,22982,11466,11516,99.57,22573,409,98.22
ITANHAÉM,3522109,Região Administrativa de Santos,Região de Governo de Santos,Região Metropolitana da Baixada Santista,-,Região Metropolitana da Baixada Santista,Itanhaém,2014,91716,44310,47406,93.47,90932,784,99.15
ITANHAÉM,3522109,Região Administrativa de Santos,Região de Governo de Santos,Região Metropolitana da Baixada Santista,-,Região Metropolitana da Baixada Santista,Itanhaém,2015,92956,44871,48085,93.32,92179,777,99.16
ITANHAÉM,3522109,Região Administrativa de Santos,Região de Governo de Santos,Região Metropolitana da Baixada Santista,-,Região Metropolitana da Baixada Santista,Itanhaém,2016,94088,45395,48693,93.23,93319,769,99.18
ITANHAÉM,3522109,Região Administrativa de Santos,Região de Governo de Santos,Região Metropolitana da Baixada Santista,-,Região Metropolitana da Baixada Santista,Itanhaém,2017,95235,45926,49309,93.14,94473,762,99.2
ITANHAÉM,3522109,Região Administrativa de Santos,Região de Governo de Santos,Região Metropolitana da Baixada Santista,-,Região Metropolitana da Baixada Santista,Itanhaém,2018,96394,46462,49932,93.05,95640,754,99.22
ITAPECERICA DA SERRA,3522208,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Itapecerica da Serra,2014,159457,79617,79840,99.72,158135,1322,99.17
ITAPECERICA DA SERRA,3522208,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Itapecerica da Serra,2015,161271,80506,80765,99.68,159934,1337,99.17
ITAPECERICA DA SERRA,3522208,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Itapecerica da Serra,2016,162907,81305,81602,99.64,161557,1350,99.17
ITAPECERICA DA SERRA,3522208,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Itapecerica da Serra,2017,164559,82112,82447,99.59,163195,1364,99.17
ITAPECERICA DA SERRA,3522208,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Itapecerica da Serra,2018,166229,82927,83302,99.55,164851,1378,99.17
ITAPETININGA,3522307,Região Administrativa de Sorocaba,Região de Governo de Itapetininga,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Itapetininga,2014,150668,75154,75514,99.52,137552,13116,91.29
ITAPETININGA,3522307,Região Administrativa de Sorocaba,Região de Governo de Itapetininga,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Itapetininga,2015,152329,75942,76387,99.42,139261,13068,91.42
ITAPETININGA,3522307,Região Administrativa de Sorocaba,Região de Governo de Itapetininga,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Itapetininga,2016,153861,76683,77178,99.36,140853,13008,91.55
ITAPETININGA,3522307,Região Administrativa de Sorocaba,Região de Governo de Itapetininga,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Itapetininga,2017,155410,77431,77979,99.3,142462,12948,91.67
ITAPETININGA,3522307,Região Administrativa de Sorocaba,Região de Governo de Itapetininga,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Itapetininga,2018,156973,78186,78787,99.24,144084,12889,91.79
ITAPEVI,3522505,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Itapevi,2014,215034,105762,109272,96.79,215034,-,100
ITAPEVI,3522505,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Itapevi,2015,218853,107639,111214,96.79,218853,-,100
ITAPEVI,3522505,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Itapevi,2016,222501,109432,113069,96.78,222501,-,100
ITAPEVI,3522505,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Itapevi,2017,226211,111256,114955,96.78,226211,-,100
ITAPEVI,3522505,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Itapevi,2018,229982,113109,116873,96.78,229982,-,100
ITAQUAQUECETUBA,3523107,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Itaquaquecetuba,2014,340751,167775,172976,96.99,340751,-,100
ITAQUAQUECETUBA,3523107,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Itaquaquecetuba,2015,345787,170220,175567,96.95,345787,-,100
ITAQUAQUECETUBA,3523107,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Itaquaquecetuba,2016,350610,172561,178049,96.92,350610,-,100
ITAQUAQUECETUBA,3523107,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Itaquaquecetuba,2017,355502,174935,180567,96.88,355502,-,100
ITAQUAQUECETUBA,3523107,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Itaquaquecetuba,2018,360462,177342,183120,96.84,360462,-,100
ITATIBA,3523404,Região Administrativa de Campinas,Região de Governo de Jundiaí,Região Metropolitana de Campinas,-,Região Metropolitana de Campinas,Itatiba,2014,108484,53516,54968,97.36,92826,15658,85.57
ITATIBA,3523404,Região Administrativa de Campinas,Região de Governo de Jundiaí,Região Metropolitana de Campinas,-,Região Metropolitana de Campinas,Itatiba,2015,110364,54418,55946,97.27,94736,15628,85.84
ITATIBA,3523404,Região Administrativa de Campinas,Região de Governo de Jundiaí,Região Metropolitana de Campinas,-,Região Metropolitana de Campinas,Itatiba,2016,111835,55119,56716,97.18,96298,15537,86.11
ITATIBA,3523404,Região Administrativa de Campinas,Região de Governo de Jundiaí,Região Metropolitana de Campinas,-,Região Metropolitana de Campinas,Itatiba,2017,113324,55828,57496,97.1,97878,15446,86.37
ITATIBA,3523404,Região Administrativa de Campinas,Região de Governo de Jundiaí,Região Metropolitana de Campinas,-,Região Metropolitana de Campinas,Itatiba,2018,114835,56547,58288,97.01,99479,15356,86.63
ITU,3523909,Região Administrativa de Sorocaba,Região de Governo de Sorocaba,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Itu,2014,160608,79302,81306,97.54,151369,9239,94.25
ITU,3523909,Região Administrativa de Sorocaba,Região de Governo de Sorocaba,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Itu,2015,162309,80112,82197,97.46,153218,9091,94.4
ITU,3523909,Região Administrativa de Sorocaba,Região de Governo de Sorocaba,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Itu,2016,163775,80807,82968,97.4,154843,8932,94.55
ITU,3523909,Região Administrativa de Sorocaba,Região de Governo de Sorocaba,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Itu,2017,165253,81508,83745,97.33,156476,8777,94.69
ITU,3523909,Região Administrativa de Sorocaba,Região de Governo de Sorocaba,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Itu,2018,166747,82216,84531,97.26,158121,8626,94.83
ITUPEVA,3524006,Região Administrativa de Campinas,Região de Governo de Jundiaí,-,Aglomeração Urbana de Jundiaí,Aglomeração Urbana de Jundiaí,Itupeva,2014,50622,25633,24989,102.58,45615,5007,90.11
ITUPEVA,3524006,Região Administrativa de Campinas,Região de Governo de Jundiaí,-,Aglomeração Urbana de Jundiaí,Aglomeração Urbana de Jundiaí,Itupeva,2015,52234,26426,25808,102.39,47419,4815,90.78
ITUPEVA,3524006,Região Administrativa de Campinas,Região de Governo de Jundiaí,-,Aglomeração Urbana de Jundiaí,Aglomeração Urbana de Jundiaí,Itupeva,2016,53551,27071,26480,102.23,48948,4603,91.4
ITUPEVA,3524006,Região Administrativa de Campinas,Região de Governo de Jundiaí,-,Aglomeração Urbana de Jundiaí,Aglomeração Urbana de Jundiaí,Itupeva,2017,54901,27732,27169,102.07,50497,4404,91.98
ITUPEVA,3524006,Região Administrativa de Campinas,Região de Governo de Jundiaí,-,Aglomeração Urbana de Jundiaí,Aglomeração Urbana de Jundiaí,Itupeva,2018,56285,28408,27877,101.9,52067,4218,92.51
JACAREÍ,3524402,Região Administrativa de São José dos Campos,Região de Governo de São José dos Campos,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Jacareí,2014,218260,106469,111791,95.24,215246,3014,98.62
JACAREÍ,3524402,Região Administrativa de São José dos Campos,Região de Governo de São José dos Campos,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Jacareí,2015,220103,107350,112753,95.21,217063,3040,98.62
JACAREÍ,3524402,Região Administrativa de São José dos Campos,Região de Governo de São José dos Campos,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Jacareí,2016,221650,108086,113564,95.18,218589,3061,98.62
JACAREÍ,3524402,Região Administrativa de São José dos Campos,Região de Governo de São José dos Campos,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Jacareí,2017,223207,108826,114381,95.14,220124,3083,98.62
JACAREÍ,3524402,Região Administrativa de São José dos Campos,Região de Governo de São José dos Campos,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Jacareí,2018,224775,109572,115203,95.11,221671,3104,98.62
JAGUARIÚNA,3524709,Região Administrativa de Campinas,Região de Governo de Campinas,Região Metropolitana de Campinas,-,Região Metropolitana de Campinas,Jaguariúna,2014,49074,24296,24778,98.05,48006,1068,97.82
JAGUARIÚNA,3524709,Região Administrativa de Campinas,Região de Governo de Campinas,Região Metropolitana de Campinas,-,Região Metropolitana de Campinas,Jaguariúna,2015,50386,24926,25460,97.9,49338,1048,97.92
JAGUARIÚNA,3524709,Região Administrativa de Campinas,Região de Governo de Campinas,Região Metropolitana de Campinas,-,Região Metropolitana de Campinas,Jaguariúna,2016,51248,25338,25910,97.79,50221,1027,98
JAGUARIÚNA,3524709,Região Administrativa de Campinas,Região de Governo de Campinas,Região Metropolitana de Campinas,-,Região Metropolitana de Campinas,Jaguariúna,2017,52125,25757,26368,97.68,51111,1014,98.05
JAGUARIÚNA,3524709,Região Administrativa de Campinas,Região de Governo de Campinas,Região Metropolitana de Campinas,-,Região Metropolitana de Campinas,Jaguariúna,2018,53018,26184,26834,97.58,52012,1006,98.1
JAMBEIRO,3524907,Região Administrativa de São José dos Campos,Região de Governo de São José dos Campos,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Jambeiro,2014,5739,2951,2788,105.85,2748,2991,47.88
JAMBEIRO,3524907,Região Administrativa de São José dos Campos,Região de Governo de São José dos Campos,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Jambeiro,2015,5844,3000,2844,105.49,2798,3046,47.88
JAMBEIRO,3524907,Região Administrativa de São José dos Campos,Região de Governo de São José dos Campos,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Jambeiro,2016,5916,3033,2883,105.2,2832,3084,47.87
JAMBEIRO,3524907,Região Administrativa de São José dos Campos,Região de Governo de São José dos Campos,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Jambeiro,2017,5989,3066,2923,104.89,2867,3122,47.87
JAMBEIRO,3524907,Região Administrativa de São José dos Campos,Região de Governo de São José dos Campos,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Jambeiro,2018,6064,3100,2964,104.59,2903,3161,47.87
JANDIRA,3525003,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Jandira,2014,114431,56019,58412,95.9,114431,-,100
JANDIRA,3525003,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Jandira,2015,116045,56801,59244,95.88,116045,-,100
JANDIRA,3525003,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Jandira,2016,117518,57515,60003,95.85,117518,-,100
JANDIRA,3525003,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Jandira,2017,119011,58238,60773,95.83,119011,-,100
JANDIRA,3525003,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Jandira,2018,120523,58971,61552,95.81,120523,-,100
JARINU,3525201,Região Administrativa de Campinas,Região de Governo de Jundiaí,-,Aglomeração Urbana de Jundiaí,Aglomeração Urbana de Jundiaí,Jarinu,2014,26292,13175,13117,100.44,21376,4916,81.3
JARINU,3525201,Região Administrativa de Campinas,Região de Governo de Jundiaí,-,Aglomeração Urbana de Jundiaí,Aglomeração Urbana de Jundiaí,Jarinu,2015,26961,13494,13467,100.2,22163,4798,82.2
JARINU,3525201,Região Administrativa de Campinas,Região de Governo de Jundiaí,-,Aglomeração Urbana de Jundiaí,Aglomeração Urbana de Jundiaí,Jarinu,2016,27510,13755,13755,100,22853,4657,83.07
JARINU,3525201,Região Administrativa de Campinas,Região de Governo de Jundiaí,-,Aglomeração Urbana de Jundiaí,Aglomeração Urbana de Jundiaí,Jarinu,2017,28070,14020,14050,99.79,23550,4520,83.9
JARINU,3525201,Região Administrativa de Campinas,Região de Governo de Jundiaí,-,Aglomeração Urbana de Jundiaí,Aglomeração Urbana de Jundiaí,Jarinu,2018,28642,14291,14351,99.58,24256,4386,84.69
JOANÓPOLIS,3525508,Região Administrativa de Campinas,Região de Governo de Bragança Paulista,-,-,NA,Joanópolis,2014,12153,6105,6048,100.94,12153,-,100
JOANÓPOLIS,3525508,Região Administrativa de Campinas,Região de Governo de Bragança Paulista,-,-,NA,Joanópolis,2015,12255,6152,6103,100.8,12255,-,100
JOANÓPOLIS,3525508,Região Administrativa de Campinas,Região de Governo de Bragança Paulista,-,-,NA,Joanópolis,2016,12336,6188,6148,100.65,12336,-,100
JOANÓPOLIS,3525508,Região Administrativa de Campinas,Região de Governo de Bragança Paulista,-,-,NA,Joanópolis,2017,12418,6225,6193,100.52,12418,-,100
JOANÓPOLIS,3525508,Região Administrativa de Campinas,Região de Governo de Bragança Paulista,-,-,NA,Joanópolis,2018,12500,6262,6238,100.38,12500,-,100
JUMIRIM,3525854,Região Administrativa de Sorocaba,Região de Governo de Sorocaba,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Jumirim,2014,3017,1554,1463,106.22,1846,1171,61.19
JUMIRIM,3525854,Região Administrativa de Sorocaba,Região de Governo de Sorocaba,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Jumirim,2015,3075,1583,1492,106.1,1906,1169,61.98
JUMIRIM,3525854,Região Administrativa de Sorocaba,Região de Governo de Sorocaba,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Jumirim,2016,3120,1605,1515,105.94,1958,1162,62.76
JUMIRIM,3525854,Região Administrativa de Sorocaba,Região de Governo de Sorocaba,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Jumirim,2017,3166,1627,1539,105.72,2011,1155,63.52
JUMIRIM,3525854,Região Administrativa de Sorocaba,Região de Governo de Sorocaba,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Jumirim,2018,3211,1649,1562,105.57,2064,1147,64.28
JUNDIAÍ,3525904,Região Administrativa de Campinas,Região de Governo de Jundiaí,-,Aglomeração Urbana de Jundiaí,Aglomeração Urbana de Jundiaí,Jundiaí,2014,386677,188672,198005,95.29,372660,14017,96.38
JUNDIAÍ,3525904,Região Administrativa de Campinas,Região de Governo de Jundiaí,-,Aglomeração Urbana de Jundiaí,Aglomeração Urbana de Jundiaí,Jundiaí,2015,391040,190942,200098,95.42,377413,13627,96.52
JUNDIAÍ,3525904,Região Administrativa de Campinas,Região de Governo de Jundiaí,-,Aglomeração Urbana de Jundiaí,Aglomeração Urbana de Jundiaí,Jundiaí,2016,394185,192467,201718,95.41,380960,13225,96.64
JUNDIAÍ,3525904,Região Administrativa de Campinas,Região de Governo de Jundiaí,-,Aglomeração Urbana de Jundiaí,Aglomeração Urbana de Jundiaí,Jundiaí,2017,397353,194003,203350,95.4,384500,12853,96.77
JUNDIAÍ,3525904,Região Administrativa de Campinas,Região de Governo de Jundiaí,-,Aglomeração Urbana de Jundiaí,Aglomeração Urbana de Jundiaí,Jundiaí,2018,400549,195553,204996,95.39,388041,12508,96.88
JUQUITIBA,3526209,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Juquitiba,2014,29348,14799,14549,101.72,23816,5532,81.15
JUQUITIBA,3526209,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Juquitiba,2015,29508,14866,14642,101.53,24199,5309,82.01
JUQUITIBA,3526209,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Juquitiba,2016,29684,14943,14741,101.37,24588,5096,82.83
JUQUITIBA,3526209,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Juquitiba,2017,29862,15020,14842,101.2,24972,4890,83.62
JUQUITIBA,3526209,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Juquitiba,2018,30040,15098,14942,101.04,25349,4691,84.38
LAGOINHA,3526308,Região Administrativa de São José dos Campos,Região de Governo de Taubaté,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Lagoinha,2014,4823,2451,2372,103.33,3249,1574,67.36
LAGOINHA,3526308,Região Administrativa de São José dos Campos,Região de Governo de Taubaté,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Lagoinha,2015,4818,2444,2374,102.95,3276,1542,68
LAGOINHA,3526308,Região Administrativa de São José dos Campos,Região de Governo de Taubaté,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Lagoinha,2016,4818,2440,2378,102.61,3305,1513,68.6
LAGOINHA,3526308,Região Administrativa de São José dos Campos,Região de Governo de Taubaté,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Lagoinha,2017,4819,2437,2382,102.31,3335,1484,69.21
LAGOINHA,3526308,Região Administrativa de São José dos Campos,Região de Governo de Taubaté,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Lagoinha,2018,4818,2433,2385,102.01,3364,1454,69.82
LARANJAL PAULISTA,3526407,Região Administrativa de Sorocaba,Região de Governo de Botucatu,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Laranjal Paulista,2014,26307,12965,13342,97.17,23668,2639,89.97
LARANJAL PAULISTA,3526407,Região Administrativa de Sorocaba,Região de Governo de Botucatu,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Laranjal Paulista,2015,26585,13096,13489,97.09,23945,2640,90.07
LARANJAL PAULISTA,3526407,Região Administrativa de Sorocaba,Região de Governo de Botucatu,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Laranjal Paulista,2016,26830,13212,13618,97.02,24193,2637,90.17
LARANJAL PAULISTA,3526407,Região Administrativa de Sorocaba,Região de Governo de Botucatu,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Laranjal Paulista,2017,27077,13329,13748,96.95,24442,2635,90.27
LARANJAL PAULISTA,3526407,Região Administrativa de Sorocaba,Região de Governo de Botucatu,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Laranjal Paulista,2018,27327,13447,13880,96.88,24695,2632,90.37
LAVRINHAS,3526605,Região Administrativa de São José dos Campos,Região de Governo de Cruzeiro,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Lavrinhas,2014,6822,3424,3398,100.77,6332,490,92.82
LAVRINHAS,3526605,Região Administrativa de São José dos Campos,Região de Governo de Cruzeiro,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Lavrinhas,2015,6882,3451,3431,100.58,6404,478,93.05
LAVRINHAS,3526605,Região Administrativa de São José dos Campos,Região de Governo de Cruzeiro,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Lavrinhas,2016,6938,3477,3461,100.46,6471,467,93.27
LAVRINHAS,3526605,Região Administrativa de São José dos Campos,Região de Governo de Cruzeiro,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Lavrinhas,2017,6995,3504,3491,100.37,6539,456,93.48
LAVRINHAS,3526605,Região Administrativa de São José dos Campos,Região de Governo de Cruzeiro,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Lavrinhas,2018,7051,3530,3521,100.26,6606,445,93.69
LEME,3526704,Região Administrativa de Campinas,Região de Governo de Limeira,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Leme,2014,95535,47813,47722,100.19,93724,1811,98.1
LEME,3526704,Região Administrativa de Campinas,Região de Governo de Limeira,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Leme,2015,96529,48281,48248,100.07,94726,1803,98.13
