municipio.x,codigo_ibge,regiao_administrativa,regiao_de_governo,regiao_metropolitana,aglomeracoes_urbanas,rm_au,municipio,ano,populacao,populacao_masculina,populacao_feminina,razao_de_sexos,populacao_urbana,populacao_rural,grau_urbanizacao_porcentagem
ÁGUAS DE SÃO PEDRO,3500600,Região Administrativa de Campinas,Região de Governo de Piracicaba,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Águas de São Pedro,2014,2880,1345,1535,87.62,2880,-,100
ÁGUAS DE SÃO PEDRO,3500600,Região Administrativa de Campinas,Região de Governo de Piracicaba,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Águas de São Pedro,2015,2928,1368,1560,87.69,2928,-,100
ÁGUAS DE SÃO PEDRO,3500600,Região Administrativa de Campinas,Região de Governo de Piracicaba,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Águas de São Pedro,2016,2966,1387,1579,87.84,2966,-,100
ÁGUAS DE SÃO PEDRO,3500600,Região Administrativa de Campinas,Região de Governo de Piracicaba,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Águas de São Pedro,2017,3004,1406,1598,87.98,3004,-,100
ÁGUAS DE SÃO PEDRO,3500600,Região Administrativa de Campinas,Região de Governo de Piracicaba,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Águas de São Pedro,2018,3043,1426,1617,88.19,3043,-,100
ALAMBARI,3500758,Região Administrativa de Sorocaba,Região de Governo de Itapetininga,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Alambari,2014,5244,2629,2615,100.54,4092,1152,78.03
ALAMBARI,3500758,Região Administrativa de Sorocaba,Região de Governo de Itapetininga,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Alambari,2015,5341,2675,2666,100.34,4204,1137,78.71
ALAMBARI,3500758,Região Administrativa de Sorocaba,Região de Governo de Itapetininga,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Alambari,2016,5426,2716,2710,100.22,4307,1119,79.38
ALAMBARI,3500758,Região Administrativa de Sorocaba,Região de Governo de Itapetininga,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Alambari,2017,5512,2757,2755,100.07,4410,1102,80.01
ALAMBARI,3500758,Região Administrativa de Sorocaba,Região de Governo de Itapetininga,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Alambari,2018,5600,2799,2801,99.93,4516,1084,80.64
ALUMÍNIO,3501152,Região Administrativa de Sorocaba,Região de Governo de Sorocaba,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Alumínio,2014,17296,8712,8584,101.49,14506,2790,83.87
ALUMÍNIO,3501152,Região Administrativa de Sorocaba,Região de Governo de Sorocaba,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Alumínio,2015,17415,8767,8648,101.38,14606,2809,83.87
ALUMÍNIO,3501152,Região Administrativa de Sorocaba,Região de Governo de Sorocaba,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Alumínio,2016,17525,8818,8707,101.27,14698,2827,83.87
ALUMÍNIO,3501152,Região Administrativa de Sorocaba,Região de Governo de Sorocaba,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Alumínio,2017,17636,8869,8767,101.16,14791,2845,83.87
ALUMÍNIO,3501152,Região Administrativa de Sorocaba,Região de Governo de Sorocaba,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Alumínio,2018,17747,8920,8827,101.05,14885,2862,83.87
AMERICANA,3501608,Região Administrativa de Campinas,Região de Governo de Campinas,Região Metropolitana de Campinas,-,Região Metropolitana de Campinas,Americana,2014,220545,107953,112592,95.88,219515,1030,99.53
AMERICANA,3501608,Região Administrativa de Campinas,Região de Governo de Campinas,Região Metropolitana de Campinas,-,Região Metropolitana de Campinas,Americana,2015,223160,109212,113948,95.84,222118,1042,99.53
AMERICANA,3501608,Região Administrativa de Campinas,Região de Governo de Campinas,Região Metropolitana de Campinas,-,Região Metropolitana de Campinas,Americana,2016,225183,110185,114998,95.81,224131,1052,99.53
AMERICANA,3501608,Região Administrativa de Campinas,Região de Governo de Campinas,Região Metropolitana de Campinas,-,Região Metropolitana de Campinas,Americana,2017,227223,111166,116057,95.79,226162,1061,99.53
AMERICANA,3501608,Região Administrativa de Campinas,Região de Governo de Campinas,Região Metropolitana de Campinas,-,Região Metropolitana de Campinas,Americana,2018,229283,112157,117126,95.76,228212,1071,99.53
ANALÂNDIA,3502002,Região Administrativa de Campinas,Região de Governo de Rio Claro,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Analândia,2014,4530,2320,2210,104.98,3682,848,81.28
ANALÂNDIA,3502002,Região Administrativa de Campinas,Região de Governo de Rio Claro,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Analândia,2015,4593,2351,2242,104.86,3753,840,81.71
ANALÂNDIA,3502002,Região Administrativa de Campinas,Região de Governo de Rio Claro,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Analândia,2016,4643,2375,2268,104.72,3815,828,82.17
ANALÂNDIA,3502002,Região Administrativa de Campinas,Região de Governo de Rio Claro,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Analândia,2017,4694,2400,2294,104.62,3877,817,82.59
ANALÂNDIA,3502002,Região Administrativa de Campinas,Região de Governo de Rio Claro,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Analândia,2018,4746,2425,2321,104.48,3940,806,83.02
APARECIDA,3502507,Região Administrativa de São José dos Campos,Região de Governo de Guaratinguetá,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Aparecida,2014,35292,17013,18279,93.07,34779,513,98.55
APARECIDA,3502507,Região Administrativa de São José dos Campos,Região de Governo de Guaratinguetá,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Aparecida,2015,35363,17041,18322,93.01,34849,514,98.55
APARECIDA,3502507,Região Administrativa de São José dos Campos,Região de Governo de Guaratinguetá,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Aparecida,2016,35432,17070,18362,92.96,34917,515,98.55
APARECIDA,3502507,Região Administrativa de São José dos Campos,Região de Governo de Guaratinguetá,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Aparecida,2017,35501,17099,18402,92.92,34985,516,98.55
APARECIDA,3502507,Região Administrativa de São José dos Campos,Região de Governo de Guaratinguetá,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Aparecida,2018,35570,17128,18442,92.87,35053,517,98.55
ARAÇARIGUAMA,3502754,Região Administrativa de Sorocaba,Região de Governo de Sorocaba,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Araçariguama,2014,18694,9492,9202,103.15,18694,-,100
ARAÇARIGUAMA,3502754,Região Administrativa de Sorocaba,Região de Governo de Sorocaba,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Araçariguama,2015,19138,9710,9428,102.99,19138,-,100
ARAÇARIGUAMA,3502754,Região Administrativa de Sorocaba,Região de Governo de Sorocaba,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Araçariguama,2016,19493,9884,9609,102.86,19493,-,100
ARAÇARIGUAMA,3502754,Região Administrativa de Sorocaba,Região de Governo de Sorocaba,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Araçariguama,2017,19855,10061,9794,102.73,19855,-,100
ARAÇARIGUAMA,3502754,Região Administrativa de Sorocaba,Região de Governo de Sorocaba,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Araçariguama,2018,20223,10241,9982,102.59,20223,-,100
ARAÇOIABA DA SERRA,3502903,Região Administrativa de Sorocaba,Região de Governo de Sorocaba,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Araçoiaba da Serra,2014,29351,14579,14772,98.69,20174,9177,68.73
ARAÇOIABA DA SERRA,3502903,Região Administrativa de Sorocaba,Região de Governo de Sorocaba,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Araçoiaba da Serra,2015,29907,14842,15065,98.52,20557,9350,68.74
ARAÇOIABA DA SERRA,3502903,Região Administrativa de Sorocaba,Região de Governo de Sorocaba,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Araçoiaba da Serra,2016,30388,15069,15319,98.37,20887,9501,68.73
ARAÇOIABA DA SERRA,3502903,Região Administrativa de Sorocaba,Região de Governo de Sorocaba,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Araçoiaba da Serra,2017,30876,15299,15577,98.22,21223,9653,68.74
ARAÇOIABA DA SERRA,3502903,Região Administrativa de Sorocaba,Região de Governo de Sorocaba,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Araçoiaba da Serra,2018,31373,15533,15840,98.06,21564,9809,68.73
ARAPEÍ,3503158,Região Administrativa de São José dos Campos,Região de Governo de Cruzeiro,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Arapeí,2014,2477,1245,1232,101.06,1888,589,76.22
ARAPEÍ,3503158,Região Administrativa de São José dos Campos,Região de Governo de Cruzeiro,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Arapeí,2015,2472,1242,1230,100.98,1890,582,76.46
ARAPEÍ,3503158,Região Administrativa de São José dos Campos,Região de Governo de Cruzeiro,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Arapeí,2016,2471,1240,1231,100.73,1896,575,76.73
ARAPEÍ,3503158,Região Administrativa de São José dos Campos,Região de Governo de Cruzeiro,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Arapeí,2017,2472,1239,1233,100.49,1903,569,76.98
ARAPEÍ,3503158,Região Administrativa de São José dos Campos,Região de Governo de Cruzeiro,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Arapeí,2018,2471,1237,1234,100.24,1908,563,77.22
ARARAS,3503307,Região Administrativa de Campinas,Região de Governo de Limeira,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Araras,2014,123863,61031,62832,97.13,117500,6363,94.86
ARARAS,3503307,Região Administrativa de Campinas,Região de Governo de Limeira,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Araras,2015,125185,61646,63539,97.02,118829,6356,94.92
ARARAS,3503307,Região Administrativa de Campinas,Região de Governo de Limeira,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Araras,2016,126338,62182,64156,96.92,119997,6341,94.98
ARARAS,3503307,Região Administrativa de Campinas,Região de Governo de Limeira,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Araras,2017,127501,62723,64778,96.83,121175,6326,95.04
ARARAS,3503307,Região Administrativa de Campinas,Região de Governo de Limeira,-,Aglomeração Urbana de Piracicaba,Aglomeração Urbana de Piracicaba,Araras,2018,128676,63269,65407,96.73,122364,6312,95.09
AREIAS,3503505,Região Administrativa de São José dos Campos,Região de Governo de Cruzeiro,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Areias,2014,3743,1853,1890,98.04,2510,1233,67.06
AREIAS,3503505,Região Administrativa de São José dos Campos,Região de Governo de Cruzeiro,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Areias,2015,3754,1858,1896,98,2517,1237,67.05
AREIAS,3503505,Região Administrativa de São José dos Campos,Região de Governo de Cruzeiro,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Areias,2016,3772,1867,1905,98.01,2529,1243,67.05
AREIAS,3503505,Região Administrativa de São José dos Campos,Região de Governo de Cruzeiro,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Areias,2017,3789,1875,1914,97.96,2540,1249,67.04
AREIAS,3503505,Região Administrativa de São José dos Campos,Região de Governo de Cruzeiro,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Areias,2018,3807,1884,1923,97.97,2552,1255,67.03
ARTUR NOGUEIRA,3503802,Região Administrativa de Campinas,Região de Governo de Campinas,Região Metropolitana de Campinas,-,Região Metropolitana de Campinas,Artur Nogueira,2014,47893,23864,24029,99.31,43362,4531,90.54
ARTUR NOGUEIRA,3503802,Região Administrativa de Campinas,Região de Governo de Campinas,Região Metropolitana de Campinas,-,Região Metropolitana de Campinas,Artur Nogueira,2015,48899,24348,24551,99.17,44273,4626,90.54
ARTUR NOGUEIRA,3503802,Região Administrativa de Campinas,Região de Governo de Campinas,Região Metropolitana de Campinas,-,Região Metropolitana de Campinas,Artur Nogueira,2016,49620,24693,24927,99.06,44926,4694,90.54
ARTUR NOGUEIRA,3503802,Região Administrativa de Campinas,Região de Governo de Campinas,Região Metropolitana de Campinas,-,Região Metropolitana de Campinas,Artur Nogueira,2017,50351,25042,25309,98.95,45588,4763,90.54
ARTUR NOGUEIRA,3503802,Região Administrativa de Campinas,Região de Governo de Campinas,Região Metropolitana de Campinas,-,Região Metropolitana de Campinas,Artur Nogueira,2018,51092,25396,25696,98.83,46259,4833,90.54
ARUJÁ,3503901,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Arujá,2014,80841,39865,40976,97.29,77714,3127,96.13
ARUJÁ,3503901,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Arujá,2015,82437,40651,41786,97.28,79273,3164,96.16
ARUJÁ,3503901,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Arujá,2016,83849,41346,42503,97.28,80655,3194,96.19
ARUJÁ,3503901,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Arujá,2017,85286,42053,43233,97.27,82062,3224,96.22
ARUJÁ,3503901,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Arujá,2018,86746,42771,43975,97.26,83492,3254,96.25
ATIBAIA,3504107,Região Administrativa de Campinas,Região de Governo de Bragança Paulista,-,-,NA,Atibaia,2014,132017,64803,67214,96.41,121732,10285,92.21
ATIBAIA,3504107,Região Administrativa de Campinas,Região de Governo de Bragança Paulista,-,-,NA,Atibaia,2015,133442,65484,67958,96.36,123405,10037,92.48
ATIBAIA,3504107,Região Administrativa de Campinas,Região de Governo de Bragança Paulista,-,-,NA,Atibaia,2016,134652,66064,68588,96.32,124870,9782,92.74
ATIBAIA,3504107,Região Administrativa de Campinas,Região de Governo de Bragança Paulista,-,-,NA,Atibaia,2017,135875,66650,69225,96.28,126339,9536,92.98
ATIBAIA,3504107,Região Administrativa de Campinas,Região de Governo de Bragança Paulista,-,-,NA,Atibaia,2018,137107,67240,69867,96.24,127809,9298,93.22
BANANAL,3504909,Região Administrativa de São José dos Campos,Região de Governo de Cruzeiro,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Bananal,2014,10382,5124,5258,97.45,8491,1891,81.79
BANANAL,3504909,Região Administrativa de São José dos Campos,Região de Governo de Cruzeiro,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Bananal,2015,10423,5143,5280,97.41,8573,1850,82.25
BANANAL,3504909,Região Administrativa de São José dos Campos,Região de Governo de Cruzeiro,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Bananal,2016,10468,5164,5304,97.36,8659,1809,82.72
BANANAL,3504909,Região Administrativa de São José dos Campos,Região de Governo de Cruzeiro,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Bananal,2017,10514,5186,5328,97.33,8744,1770,83.17
BANANAL,3504909,Região Administrativa de São José dos Campos,Região de Governo de Cruzeiro,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Bananal,2018,10560,5208,5352,97.31,8828,1732,83.6
BARUERI,3505708,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Barueri,2014,250477,121839,128638,94.71,250477,-,100
BARUERI,3505708,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Barueri,2015,253047,123100,129947,94.73,253047,-,100
BARUERI,3505708,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Barueri,2016,255276,124186,131090,94.73,255276,-,100
BARUERI,3505708,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Barueri,2017,257525,125282,132243,94.74,257525,-,100
BARUERI,3505708,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Barueri,2018,259793,126387,133406,94.74,259793,-,100
BERTIOGA,3506359,Região Administrativa de Santos,Região de Governo de Santos,Região Metropolitana da Baixada Santista,-,Região Metropolitana da Baixada Santista,Bertioga,2014,53915,26876,27039,99.4,53211,704,98.69
BERTIOGA,3506359,Região Administrativa de Santos,Região de Governo de Santos,Região Metropolitana da Baixada Santista,-,Região Metropolitana da Baixada Santista,Bertioga,2015,55660,27721,27939,99.22,54972,688,98.76
BERTIOGA,3506359,Região Administrativa de Santos,Região de Governo de Santos,Região Metropolitana da Baixada Santista,-,Região Metropolitana da Baixada Santista,Bertioga,2016,57109,28422,28687,99.08,56441,668,98.83
BERTIOGA,3506359,Região Administrativa de Santos,Região de Governo de Santos,Região Metropolitana da Baixada Santista,-,Região Metropolitana da Baixada Santista,Bertioga,2017,58595,29141,29454,98.94,57946,649,98.89
BERTIOGA,3506359,Região Administrativa de Santos,Região de Governo de Santos,Região Metropolitana da Baixada Santista,-,Região Metropolitana da Baixada Santista,Bertioga,2018,60120,29878,30242,98.8,59490,630,98.95
BIRITIBA-MIRIM,3506607,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Biritiba-Mirim,2014,30062,15131,14931,101.34,25975,4087,86.4
BIRITIBA-MIRIM,3506607,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Biritiba-Mirim,2015,30455,15320,15135,101.22,26358,4097,86.55
BIRITIBA-MIRIM,3506607,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Biritiba-Mirim,2016,30822,15497,15325,101.12,26719,4103,86.69
BIRITIBA-MIRIM,3506607,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Biritiba-Mirim,2017,31195,15677,15518,101.02,27085,4110,86.82
BIRITIBA-MIRIM,3506607,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Biritiba-Mirim,2018,31571,15858,15713,100.92,27455,4116,86.96
BOITUVA,3507001,Região Administrativa de Sorocaba,Região de Governo de Itapetininga,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Boituva,2014,52177,26198,25979,100.84,49082,3095,94.07
BOITUVA,3507001,Região Administrativa de Sorocaba,Região de Governo de Itapetininga,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Boituva,2015,53228,26710,26518,100.72,50071,3157,94.07
BOITUVA,3507001,Região Administrativa de Sorocaba,Região de Governo de Itapetininga,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Boituva,2016,54017,27091,26926,100.61,50813,3204,94.07
BOITUVA,3507001,Região Administrativa de Sorocaba,Região de Governo de Itapetininga,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Boituva,2017,54817,27477,27340,100.5,51565,3252,94.07
BOITUVA,3507001,Região Administrativa de Sorocaba,Região de Governo de Itapetininga,Região Metropolitana de Sorocaba,-,Região Metropolitana de Sorocaba,Boituva,2018,55630,27869,27761,100.39,52330,3300,94.07
BOM JESUS DOS PERDÕES,3507100,Região Administrativa de Campinas,Região de Governo de Bragança Paulista,-,-,NA,Bom Jesus dos Perdões,2014,21604,10836,10768,100.63,19320,2284,89.43
BOM JESUS DOS PERDÕES,3507100,Região Administrativa de Campinas,Região de Governo de Bragança Paulista,-,-,NA,Bom Jesus dos Perdões,2015,22123,11086,11037,100.44,19849,2274,89.72
BOM JESUS DOS PERDÕES,3507100,Região Administrativa de Campinas,Região de Governo de Bragança Paulista,-,-,NA,Bom Jesus dos Perdões,2016,22541,11287,11254,100.29,20288,2253,90
BOM JESUS DOS PERDÕES,3507100,Região Administrativa de Campinas,Região de Governo de Bragança Paulista,-,-,NA,Bom Jesus dos Perdões,2017,22966,11491,11475,100.14,20734,2232,90.28
BOM JESUS DOS PERDÕES,3507100,Região Administrativa de Campinas,Região de Governo de Bragança Paulista,-,-,NA,Bom Jesus dos Perdões,2018,23399,11699,11700,99.99,21187,2212,90.55
BRAGANÇA PAULISTA,3507605,Região Administrativa de Campinas,Região de Governo de Bragança Paulista,-,-,NA,Bragança Paulista,2014,154253,75701,78552,96.37,150679,3574,97.68
BRAGANÇA PAULISTA,3507605,Região Administrativa de Campinas,Região de Governo de Bragança Paulista,-,-,NA,Bragança Paulista,2015,156241,76658,79583,96.32,152793,3448,97.79
BRAGANÇA PAULISTA,3507605,Região Administrativa de Campinas,Região de Governo de Bragança Paulista,-,-,NA,Bragança Paulista,2016,157759,77395,80364,96.31,154418,3341,97.88
BRAGANÇA PAULISTA,3507605,Região Administrativa de Campinas,Região de Governo de Bragança Paulista,-,-,NA,Bragança Paulista,2017,159292,78140,81152,96.29,156035,3257,97.96
BRAGANÇA PAULISTA,3507605,Região Administrativa de Campinas,Região de Governo de Bragança Paulista,-,-,NA,Bragança Paulista,2018,160840,78892,81948,96.27,157648,3192,98.02
CABREÚVA,3508405,Região Administrativa de Campinas,Região de Governo de Jundiaí,-,Aglomeração Urbana de Jundiaí,Aglomeração Urbana de Jundiaí,Cabreúva,2014,44719,22575,22144,101.95,38869,5850,86.92
CABREÚVA,3508405,Região Administrativa de Campinas,Região de Governo de Jundiaí,-,Aglomeração Urbana de Jundiaí,Aglomeração Urbana de Jundiaí,Cabreúva,2015,45556,22976,22580,101.75,39820,5736,87.41
CABREÚVA,3508405,Região Administrativa de Campinas,Região de Governo de Jundiaí,-,Aglomeração Urbana de Jundiaí,Aglomeração Urbana de Jundiaí,Cabreúva,2016,46306,23337,22969,101.6,40695,5611,87.88
CABREÚVA,3508405,Região Administrativa de Campinas,Região de Governo de Jundiaí,-,Aglomeração Urbana de Jundiaí,Aglomeração Urbana de Jundiaí,Cabreúva,2017,47068,23703,23365,101.45,41579,5489,88.34
CABREÚVA,3508405,Região Administrativa de Campinas,Região de Governo de Jundiaí,-,Aglomeração Urbana de Jundiaí,Aglomeração Urbana de Jundiaí,Cabreúva,2018,47842,24075,23767,101.3,42472,5370,88.78
CAÇAPAVA,3508504,Região Administrativa de São José dos Campos,Região de Governo de São José dos Campos,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Caçapava,2014,87599,43346,44253,97.95,74953,12646,85.56
CAÇAPAVA,3508504,Região Administrativa de São José dos Campos,Região de Governo de São José dos Campos,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Caçapava,2015,88346,43700,44646,97.88,75592,12754,85.56
CAÇAPAVA,3508504,Região Administrativa de São José dos Campos,Região de Governo de São José dos Campos,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Caçapava,2016,88913,43965,44948,97.81,76077,12836,85.56
CAÇAPAVA,3508504,Região Administrativa de São José dos Campos,Região de Governo de São José dos Campos,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Caçapava,2017,89483,44231,45252,97.74,76565,12918,85.56
CAÇAPAVA,3508504,Região Administrativa de São José dos Campos,Região de Governo de São José dos Campos,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Caçapava,2018,90057,44499,45558,97.68,77056,13001,85.56
CACHOEIRA PAULISTA,3508603,Região Administrativa de São José dos Campos,Região de Governo de Guaratinguetá,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Cachoeira Paulista,2014,30989,15165,15824,95.84,25538,5451,82.41
CACHOEIRA PAULISTA,3508603,Região Administrativa de São José dos Campos,Região de Governo de Guaratinguetá,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Cachoeira Paulista,2015,31225,15274,15951,95.76,25789,5436,82.59
CACHOEIRA PAULISTA,3508603,Região Administrativa de São José dos Campos,Região de Governo de Guaratinguetá,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Cachoeira Paulista,2016,31423,15365,16058,95.68,26010,5413,82.77
CACHOEIRA PAULISTA,3508603,Região Administrativa de São José dos Campos,Região de Governo de Guaratinguetá,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Cachoeira Paulista,2017,31623,15457,16166,95.61,26232,5391,82.95
CACHOEIRA PAULISTA,3508603,Região Administrativa de São José dos Campos,Região de Governo de Guaratinguetá,Região Metropolitana do Vale do Paraíba e Litoral Norte,-,Região Metropolitana do Vale do Paraíba e Litoral Norte,Cachoeira Paulista,2018,31825,15550,16275,95.55,26456,5369,83.13
CAIEIRAS,3509007,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Caieiras,2014,92142,45087,47055,95.82,90184,1958,97.88
CAIEIRAS,3509007,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Caieiras,2015,93639,45829,47810,95.86,91719,1920,97.95
CAIEIRAS,3509007,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Caieiras,2016,94994,46500,48494,95.89,93114,1880,98.02
CAIEIRAS,3509007,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Caieiras,2017,96368,47180,49188,95.92,94524,1844,98.09
CAIEIRAS,3509007,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Caieiras,2018,97763,47871,49892,95.95,95953,1810,98.15
CAJAMAR,3509205,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Cajamar,2014,69549,34673,34876,99.42,68479,1070,98.46
CAJAMAR,3509205,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Cajamar,2015,71013,35393,35620,99.36,69980,1033,98.55
CAJAMAR,3509205,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Cajamar,2016,72289,36021,36268,99.32,71289,1000,98.62
CAJAMAR,3509205,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Cajamar,2017,73588,36660,36928,99.27,72617,971,98.68
CAJAMAR,3509205,-,-,Região Metropolitana de São Paulo,-,Região Metropolitana de São Paulo,Cajamar,2018,74910,37310,37600,99.23,73962,948,98.73
